Item,Q4 2004,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II. Nợ dài hạn,0.0,0.0,0.0,2079397442.0,16732964205.0,30696618099.0,32933228033.0,28528158682.0,25765137721.0,6057277624.0,6040337624.0,5980069454.0,5576676054.0,2257687500.0,244234523.0,221017856.0,87764523.0,276459963.0,276459963.0,274459963.0,196649963.0,443084363.0,439674363.0,406234363.0,406234363.0,638598063.0,607582507.0,3307907694.0,25968902884.0,30924983717.0,32838685288.0,88263824752.0,90313958867.0,83242817836.0,85535276790.0,84423264753.0,84686117572.0,83497494184.0,107635165594.0,102088493707.0,109529770213.0,102073923249.0,45096372023.0,67806506862.0,48495466097.0,27717700548.0,36510978444.0,786832754809.0,787272579315.0,792285501936.0,798134869277.0,787195469108.0,780908739066.0,702480192408.0,711222816906.0,638530808898.0,38466857568.0,63886372253.0,59240319271.0,72390988814.0,359915452109.0,356418511513.0,352490760255.0,640330249094.0,809636385314.0,684247822896.0,613780107522.0,1545025938892.0,2714984010599.0,546085267053.0,513515967675.0,316892734270.0,277725875597.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18090240000.0,18090240000.0,18090240000.0,18090240000.0,18090240000.0,18019008000.0,18019008000.0,0.0,0.0,302500000.0,302500000.0,519220713.0,519220713.0,397945713.0,397945713.0,220000000.0,220000000.0,220000000.0,220000000.0,4634716389.0,4285434816.0,4285434816.0,4238520656.0,231899250.0,231899250.0,12731899250.0,12731899250.0,231899250.0,231899250.0,231899250.0,231899250.0,231899250.0,231899250.0,231899250.0,231899250.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892578305.0,0.0,0.0,0.0,17499999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,0.0,0.0,0.0,14655348017.0,,30835901699.0,,23733722787.0,4262571496.0,4262571496.0,4262571496.0,4262571496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81807000.0,159599000.0,381202940.0,862364940.0,2326710900.0,2388835353.0,2655799553.0,3349414253.0,3719545019.0,4366760202.0,5068301027.0,5513698165.0,4151985232.0,8940768915.0,2504127937.0,2649961617.0,3176753061.0,2980353061.0,7800014265.0,7642898315.0,7841625631.0,9102312360.0,9635076044.0,10751793294.0,10513709914.0,11567920955.0,7673579471.0,11985605832.0,10691288772.0,9420118092.0,10491079416.0,11283392433.0,12297984735.0,9424112270.0,9921353790.0,10360720790.0,11003404118.0,11003404118.0,11801529935.0,11418465735.0,9247163327.0,9395997269.0,1292164909620.0,2229461181086.0,183134509622.0,185628703156.0,39427888225.0,39861155743.0
6. Vay và nợ thuê tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16979440891.0,28598272817.0,28598272817.0,81398272817.0,81398272817.0,79523272817.0,79023272817.0,79293272817.0,78745147817.0,78197022817.0,78348897817.0,77800772817.0,85106930188.0,80806930188.0,23133200657.0,27881210657.0,10666459485.0,11330283177.0,16630283177.0,758858772817.0,758858772817.0,764063187944.0,768782357659.0,755944953401.0,747369331278.0,670550400000.0,676963618835.0,601191194195.0,0.0,20000000000.0,17500000000.0,20271801764.0,317708333326.0,312360946963.0,308589981054.0,507419015141.0,746548049236.0,563414309509.0,494696936430.0,139201275394.0,374114360694.0,243775966631.0,208609299964.0,154942633297.0,113275966630.0
7. Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11299812055.0,12167100297.0,8545791740.0,8038661388.0,14899317212.0,14771195948.0,15257135776.0,15329961029.0,19411004504.0,18742895919.0,18647187176.0,22289407383.0,23866812750.0,24717080267.0,24748930125.0,25867675045.0,35790945168.0,25438690807.0,29248581953.0,29125879370.0,34574588356.0,35444580160.0,36798599422.0,35280669805.0,39374242601.0,37741328559.0,46150021410.0,46175305239.0,47486949779.0,50251016978.0
9. Dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,2079397442.0,2077616188.0,,2097326334.0,,2031414934.0,1794706128.0,1777766128.0,1717497958.0,1314104558.0,2257687500.0,244234523.0,221017856.0,87764523.0,276459963.0,276459963.0,274459963.0,196649963.0,443084363.0,439674363.0,406234363.0,406234363.0,556791063.0,447983507.0,389518351.0,333057574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682132290.0,3517564024.0,0.0,1851577118.0,4209752382.0,5566271797.0,0.0,2145243771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Doanh thu chưa thực hiện dài hạn,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855054113.0,4276475455.0,0.0,0.0,0.0,0.0,0.0,0.0,61690909.0,427271590.0,1148486135.0,2255258862.0,3693352953.0,3682638408.0,0.0,0.0,2806461885.0,0.0,0.0,2722221520.0,3137088736.0,2588317256.0,1932247589.0,1935408921.0,3767986019.0,2412960324.0,2371316460.0,2329672596.0,2761722537.0,2246384868.0,2204741004.0,2163097140.0,2121453276.0,2169186530.0,3573679229.0,3539596463.0,73803216412.0,3493390933.0,74555851388.0,74174604768.0,74053612027.0,73435241010.0,72792870140.0,72870760066.0,74803363719.0,74105836996.0
12. Quỹ phát triển khoa học và công nghệ,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Nguồn vốn chủ sở hữu,250594753697.0,542200568658.0,614763682804.0,619605421458.0,686458386796.0,737918743244.0,743690563241.0,2280062639334.0,2450499275674.0,2424244126067.0,2367416558660.0,2248424577146.0,2378221865417.0,2216801525933.0,2221530056250.0,2388334182205.0,2446242922258.0,2415612617153.0,2453242043491.0,2469719189495.0,2522132379010.0,2439867662819.0,2455028305873.0,2349809549185.0,2349754705517.0,2272371743509.0,2315358313172.0,2424377904480.0,2401453676097.0,2387862260298.0,2423180345711.0,2442741140879.0,2460894029813.0,2498122679990.0,2506133472707.0,2436869687497.0,2442968311021.0,2475926612994.0,2466041504910.0,2417493520214.0,2430004216484.0,2461024492863.0,2457800058324.0,2500821503431.0,2473728507678.0,2465041667002.0,2494236753611.0,2516073351257.0,2512507653202.0,2669995181621.0,2711177223105.0,2762746431983.0,2758557089582.0,2825451601189.0,2827915379090.0,2824093362311.0,2817039285400.0,2885084034398.0,2886416205018.0,2885018012387.0,3421518138728.0,3470875464286.0,4413345063497.0,4455135497754.0,4502898247387.0,4595863890670.0,4599923887227.0,4626299074921.0,4635591605781.0,4603570718498.0,4600465287238.0,4602514688540.0,4605689050035.0
I. Vốn chủ sở hữu,250594753697.0,542200568658.0,614763682804.0,619605421458.0,686458386796.0,695104824837.0,743690563241.0,2274340000455.0,2450499275674.0,2424244126067.0,2367416558660.0,2248424577146.0,2378221865417.0,2216801525933.0,2221530056250.0,2388334182205.0,2446242922258.0,2415612617153.0,2453242043491.0,2469719189495.0,2522132379010.0,2439867662819.0,2455028305873.0,2349809549185.0,2349754705517.0,2272371743509.0,2315358313172.0,2424377904480.0,2401453676097.0,2387862260298.0,2423180345711.0,2442741140879.0,2460894029813.0,2498122679990.0,2506133472707.0,2436869687497.0,2442968311021.0,2475926612994.0,2466041504910.0,2417493520214.0,2430004216484.0,2461024492863.0,2457800058324.0,2500821503431.0,2473728507678.0,2465041667002.0,2494236753611.0,2516073351257.0,2512507653202.0,2669995181621.0,2711177223105.0,2762746431983.0,2758557089582.0,2825451601189.0,2827915379090.0,2824093362311.0,2817039285400.0,2885084034398.0,2886416205018.0,2885018012387.0,3421518138728.0,3470875464286.0,4413345063497.0,4455135497754.0,4502898247387.0,4595863890670.0,4599923887227.0,4626299074921.0,4635591605781.0,4603570718498.0,4600465287238.0,4602514688540.0,4605689050035.0
1. Vốn đầu tư của chủ sở hữu,180000000000.0,234000000000.0,280800000000.0,280800000000.0,374400000000.0,374400000000.0,374400000000.0,545000000000.0,545000000000.0,545000000000.0,654000000000.0,654000000000.0,654000000000.0,654000000000.0,654000000000.0,654000000000.0,654000000000.0,654000000000.0,654000000000.0,653992160000.0,653992160000.0,653992160000.0,653992160000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1307984320000.0,1386445280000.0,1802353360000.0,1802353360000.0,1802353360000.0,1802353360000.0,1802353360000.0,1802353360000.0,1802353360000.0,1802353360000.0,1802353360000.0,2417857030000.0,2417857030000.0,2417857030000.0,2417857030000.0,2490362630000.0,2490362630000.0,2490362630000.0,2490362630000.0,2565045400000.0,2565045400000.0,2565045400000.0,2565045400000.0,2565045400000.0,3499971900000.0,3499971900000.0,3499971900000.0,3499971900000.0,3653530650000.0,3653530650000.0,3653530650000.0,3799609710000.0,3799609710000.0,3799609710000.0,3799609710000.0
2. Thặng dư vốn cổ phần,0.0,184140000000.0,184140000000.0,184140000000.0,184140000000.0,184140000000.0,184140000000.0,1510412955000.0,1634320290600.0,1633495025600.0,1563054722378.0,1563030722378.0,1563030722378.0,1563030722378.0,1563030722378.0,1563030722378.0,1564815620534.0,1571606720534.0,1571606720534.0,1571606720534.0,1571588388875.0,1571588388875.0,1571588388875.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901532493943.0,901515489943.0,822944529943.0,406981449943.0,406943449943.0,406943449943.0,406943449943.0,406943449943.0,406943449943.0,406943449943.0,406943449943.0,406943449943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8977359749.0,0.0,15081857924.0,0.0,0.0,0.0,-76363636.0,-76363636.0,-305818510.0,-374324139.0,-388324139.0,-374324139.0,-374324139.0,-374324139.0,-374324139.0,-374324139.0,-374324139.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15081857924.0,15081857924.0,32488339483.0,32076007423.0,30917339483.0,30504951983.0,40802569483.0,38819171983.0,40802559483.0,39231559483.0,39166184583.0,39231559483.0,40802559483.0,40802559483.0
5. Cổ phiếu quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22000000000.0,-27808908615.0,-50997648435.0,-57562018435.0,-57562018435.0,-57562018435.0,-51805816591.0,-34537216591.0,-34537216591.0,-34537216591.0,-31083494932.0,-31083494932.0,-31083494932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32789303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159346691.0,624939374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2028283965.0,-2386454533.0,-2312281413.0,-2564139114.0,-2768421718.0
8. Quỹ đầu tư phát triển,57089633017.0,104361553425.0,104361553425.0,121198035416.0,27598035416.0,0.0,112150843290.0,0.0,112046866840.0,211511395931.0,90182944397.0,90561750157.0,90561750157.0,90553750157.0,90553750157.0,90553750157.0,90543750157.0,102422688753.0,89536078549.0,89543918549.0,89543918549.0,89543918549.0,89574168549.0,89543918549.0,102375528753.0,102370528753.0,102372503753.0,102372503753.0,102372503753.0,104039987692.0,104206113937.0,104311190937.0,104311190937.0,104311190937.0,106675327621.0,104438472637.0,104438472637.0,104381746794.0,155554181016.0,155550407483.0,155550407483.0,155550407483.0,155475612215.0,157223527798.0,157223527798.0,157223527798.0,157223527798.0,157223527798.0,157223527798.0,9148169116.0,9008887874.0,8977359749.0,8977359749.0,8977359749.0,8977359749.0,8977359749.0,0.0,12056937706.0,12056937705.0,12041450205.0,12041450205.0,12041450205.0,12012884601.0,12019251455.0,12084616003.0,12021402005.0,12086766553.0,12021402005.0,12086769007.0,12086766553.0,12021402005.0,12021402005.0,12015502005.0
9. Quỹ dự phòng tài chính,13505120680.0,19699015233.0,19699015233.0,23268592850.0,23307235250.0,0.0,24393421722.0,0.0,24393421722.0,34237704536.0,34158108676.0,34158108676.0,34158108676.0,34158108676.0,34158108676.0,34158108676.0,34158108676.0,43103048038.0,43103048038.0,43103048038.0,43103048038.0,48508785203.0,48563785203.0,48508785203.0,48708785203.0,48947124309.0,48954306127.0,49082543046.0,49082543046.0,50750026985.0,50929895422.0,51043214222.0,51043214222.0,51043214222.0,53409289206.0,51172434222.0,51172434222.0,51172434222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,0.0,0.0,0.0,0.0,0.0,136564824837.0,0.0,136544265012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12886610204.0,12876610204.0,12868610204.0,12776610204.0,12776610204.0,12776610204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158612500.0,1571000000.0,0.0,1571000000.0,0.0,1571000000.0,1571000000.0,1571000000.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,0.0,0.0,25763114146.0,10198793192.0,77013116130.0,0.0,48606298229.0,82382780443.0,134738696512.0,0.0,48020783209.0,-65517095450.0,87468932641.0,-67379036843.0,-62650506526.0,104153619429.0,154531259482.0,79017376419.0,116646802757.0,121502188728.0,170203871132.0,80652442134.0,66364864802.0,-54173898012.0,-55327894102.0,-132745667546.0,-89742866829.0,10069853865.0,-13281925246.0,-28882640683.0,3770450662.0,33694132583.0,52335521235.0,90423771207.0,93784913315.0,29127429483.0,35537140068.0,68553953343.0,59407532445.0,10847791800.0,23661248813.0,54077142905.0,51185021976.0,92558204190.0,65399469429.0,57286823610.0,86567043292.0,108224019977.0,104426264885.0,97045650284.0,136228306324.0,138230850976.0,138381598469.0,121177069062.0,122105940776.0,122569874518.0,132786929206.0,97987575488.0,96420686660.0,95991074145.0,137032850679.0,223933372315.0,234884192829.0,252213154727.0,305663879560.0,391730194558.0,242767103475.0,269481390926.0,275142776356.0,66712051816.0,74407205984.0,73481027264.0,79951152646.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891687935.0,10796760626.0,21877075890.0,54217406905.0,38724216523.0,92558204190.0,60925011727.0,57478386727.0,55737546727.0,108224019977.0,35883507651.0,93208893757.0,90714809199.0,138230850976.0,65117314709.0,111472331420.0,111472326370.0,122569874518.0,43132762499.0,96245233121.0,90431436607.0,95991074145.0,66878004107.0,226556484812.0,211291103105.0,219715270240.0,193108950543.0,239001379697.0,190387407073.0,204427249850.0,63764013257.0,66527178247.0,64528587762.0,33879632284.0
LNST chưa phân phối kỳ này,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8956103865.0,12864488187.0,32200067015.0,-3032384929.0,53833987667.0,-27158734761.0,-3638188117.0,29088656565.0,52486473250.0,-3797755092.0,61162142633.0,43019412567.0,47516041777.0,150747493.0,56059754353.0,10633609356.0,11097548148.0,10217054688.0,54854812989.0,175453539.0,5559637538.0,41041776534.0,157055368208.0,8327708017.0,40922051622.0,85948609320.0,198621244015.0,3765723778.0,79093983853.0,70715526506.0,2948038559.0,7880027737.0,8952439502.0,46071520362.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Lợi ích của cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11631760033.0,11915877144.0,13888852786.0,43251823172.0,43637319298.0,44481471720.0,44282944050.0,44257556178.0,53176843182.0,53138801227.0,52438072361.0,54757071747.0,44175789194.0,43687289476.0,42827689681.0,42747128622.0,42614537212.0,42303450151.0,42301664692.0,41579981506.0,41705510988.0,41457750245.0,42100132532.0,41842614190.0,41742961500.0,41808700508.0,41234505651.0,41149372578.0,41328993539.0,41561050576.0,145944332221.0,148082998907.0,197681191258.0,193341101364.0,204934542378.0,206469448565.0,202183498044.0,184912366445.0,209994121204.0,197811322729.0,196858230113.0,692316579920.0,637366902283.0,634476442280.0,658931603225.0,653374929048.0,651712148763.0,651537519355.0,650837396646.0,656431459039.0,687185784218.0,676311015318.0,679538453041.0,676452871758.0
II. Nguồn kinh phí và quỹ khác,0.0,0.0,0.0,0.0,0.0,42813918407.0,0.0,5722638879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Nguồn kinh phí ,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Nguồn kinh phí đã hình thành tài sản cố định,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
