Item,Q4 2006,Q4 2007,Q4 2008,Q4 2009,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,243659383.0,2655191790.0,2772416197.0,9999360094.0,9829898996.0,11012920490.0,10846628123.0,10615002423.0,10425043390.0,10276751023.0,10086792002.0,11052465135.0,10931286207.0,10936400373.0,11156396144.0,10920711530.0,10613878297.0,10368421817.0,10160809604.0,9908833805.0,13568702021.0,14373475586.0,12858943439.0,9558869711.0,8521452662.0,7425707699.0,5568550154.0,5672634187.0,3594510564.0,3752035626.0,4198480338.0,2968585315.0,5143523509.0,4388117148.0,7356912510.0,3699147842.0,5117577260.0,4853990282.0,5076473949.0,4585899006.0,4165641373.0,3746818423.0,3425604382.0,3105817115.0,3082526137.0,2905560981.0,2728595825.0,2551630669.0,2374665513.0,2198349209.0,2079780301.0,1961211394.0,1842642486.0,4091760626.0,3881436352.0,3677943078.0
Nguyên giá,243659383.0,2753659383.0,2987901383.0,10373892559.0,10425888362.0,11735377406.0,11735377406.0,11735377406.0,11735377406.0,11735377406.0,11735377406.0,12777500553.0,12930778379.0,13025098979.0,13515555064.0,13515555064.0,13358744020.0,13358744020.0,13392380384.0,13392380384.0,24535420265.0,26140695516.0,24437393457.0,21937393457.0,22373993457.0,22869534543.0,22623770879.0,23873993457.0,22623770879.0,23791695833.0,13448574227.0,11833267248.0,13903646372.0,13903646372.0,13941282381.0,13941282381.0,13188127657.0,11954513676.0,12727413676.0,12655413676.0,12655413676.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,7833342257.0,10262199565.0,10262199565.0,10262199565.0
Giá trị hao mòn lũy kế,0.0,-98467593.0,-215485186.0,-374532465.0,-595989366.0,-722456916.0,-888749283.0,-1120374983.0,-1310334016.0,-1458626383.0,-1648585404.0,-1725035418.0,-1999492172.0,-2088698606.0,-2359158920.0,-2594843534.0,-2744865723.0,-2990322203.0,-3231570780.0,-3483546579.0,-10966718244.0,-11767219930.0,-11578450018.0,-12378523746.0,-13852540795.0,-15443826844.0,-17055220725.0,-18201359270.0,-19029260315.0,-20039660207.0,-9250093889.0,-8864681933.0,-8760122863.0,-9515529224.0,-6584369871.0,-10242134539.0,-8070550397.0,-7100523394.0,-7650939727.0,-8069514670.0,-8489772303.0,-4086523834.0,-4407737875.0,-4727525142.0,-4750816120.0,-4927781276.0,-5104746432.0,-5281711588.0,-5458676744.0,-5634993048.0,-5753561956.0,-5872130863.0,-5990699771.0,-6170438939.0,-6380763213.0,-6584256487.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439124331.0,2439124331.0,8038288648.0,8038288648.0,8038288648.0,8038288648.0,8038288648.0,8038288648.0,8038288648.0,8038288648.0,8038288648.0,8038288648.0,5568361635.0,5568361635.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439124331.0,2439124331.0,10190534149.0,10190534149.0,10190534149.0,10190534149.0,10190534149.0,10190534149.0,10190534149.0,10190534149.0,10190534149.0,10190534149.0,6744124331.0,6744124331.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2152245501.0,-2152245501.0,-2152245501.0,-2152245501.0,-2152245501.0,-2152245501.0,-2152245501.0,-2152245501.0,-2152245501.0,-2152245501.0,-1175762696.0,-1175762696.0
IV. Tài sản dở dang dài hạn,12229920.0,1916223820.0,1658532694.0,46485639757.0,50402350574.0,52970725832.0,60180642000.0,68747157437.0,68761806640.0,66961392588.0,70641202349.0,72056681576.0,74954907952.0,89487599040.0,94764651596.0,45288773620.0,34611009897.0,35557545340.0,34930541368.0,35522254394.0,46899107673.0,46750128967.0,47220055917.0,55018343098.0,63578907565.0,37374512070.0,19142036997.0,19504743543.0,18929066214.0,18936965843.0,6204557842.0,6204557842.0,341791885.0,341791885.0,341791885.0,341791885.0,341791885.0,1951033026.0,1951033026.0,945428249.0,341791885.0,341791885.0,341791885.0,341791885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,1082965521.0,246601885.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,,,,,,,,,,,,,,,,,,,,,,,,,63578907565.0,37374512070.0,19142036997.0,19504743543.0,18929066214.0,18936965843.0,6204557842.0,6204557842.0,341791885.0,341791885.0,341791885.0,341791885.0,341791885.0,1951033026.0,1951033026.0,945428249.0,341791885.0,341791885.0,341791885.0,341791885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,246601885.0,1082965521.0,246601885.0
V. Các khoản đầu tư tài chính dài hạn,935000000.0,25682614545.0,17848984640.0,53009897827.0,89378103733.0,89931460400.0,102380813463.0,97467829820.0,109245537562.0,113801021578.0,106201570243.0,110486323971.0,114954364265.0,114243548027.0,149504802012.0,154170654193.0,168505366832.0,171553785093.0,160852163613.0,144964684939.0,121903180187.0,146536048740.0,137445160473.0,137217073530.0,130308942005.0,126926774389.0,124042220830.0,123117449098.0,121597334121.0,121597334121.0,127590151373.0,129815421360.0,134323114009.0,134312710683.0,134231258000.0,135148939360.0,134953969967.0,165090469967.0,164499703532.0,164892995697.0,214097995697.0,214097995697.0,214095755064.0,214300712759.0,213616470446.0,213616470446.0,213155316939.0,225630256540.0,227041120102.0,227016409938.0,246228292905.0,240101161202.0,231650365457.0,232832538920.0,234623883605.0,245299600006.0
1. Đầu tư vào công ty con,0.0,0.0,150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9223603612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",800000000.0,2864365545.0,2924380955.0,9941537427.0,5000000000.0,5000000000.0,7572665963.0,4159682320.0,13556887362.0,40021371378.0,36098713043.0,40683188590.0,40167942741.0,39457126503.0,40183488015.0,38426642289.0,38182169950.0,37973560747.0,14227224615.0,18756162415.0,18400938775.0,18919708362.0,12120052198.0,11648998932.0,0.0,2322695996.0,0.0,0.0,0.0,0.0,5892172083.0,6215610612.0,6236068313.0,6225664987.0,5852970129.0,5850235461.0,5849792185.0,5844625089.0,5842584456.0,5842543848.0,5842543848.0,96873543848.0,96871303215.0,97621371027.0,97598292951.0,97598292951.0,97580633906.0,97580633907.0,97579022759.0,97554312595.0,129885078645.0,123757946942.0,116431810881.0,117613984344.0,117503200409.0,128178916810.0
3. Đầu tư khác vào công cụ vốn,135000000.0,22818249000.0,22923279000.0,55811269000.0,97121012333.0,97674369000.0,108091219000.0,106591219000.0,110055219000.0,88146219000.0,81231508087.0,80349335740.0,85088665740.0,85088665740.0,120237015240.0,126659713147.0,133238898125.0,136495925589.0,152057001877.0,137271685103.0,115660984069.0,139775083035.0,144403982001.0,144646948324.0,123711049500.0,127229789500.0,127679789500.0,126479789500.0,125691049500.0,125691049500.0,125691049500.0,127506049500.0,133568815457.0,133568815457.0,133768815457.0,134793748457.0,134793748457.0,164930248457.0,164930248456.0,165183748457.0,214388748457.0,123357748457.0,123357748457.0,123357748457.0,123357748457.0,123357748457.0,123357748457.0,135832688057.0,137218792457.0,137218792457.0,123357748457.0,123357748457.0,123357748457.0,123357748457.0,123357748457.0,123357748457.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,-8148675315.0,-12742908600.0,-12742908600.0,-12742908600.0,-13283071500.0,-13283071500.0,-14366568800.0,-14366568800.0,-11128650887.0,-10546200359.0,-10302244216.0,-10302244216.0,-10915701243.0,-10915701243.0,-2915701243.0,-2915701243.0,-5432062879.0,-11063162579.0,-12158742657.0,-12158742657.0,-19078873726.0,-19078873726.0,-2625711107.0,-2625711107.0,-3637568670.0,-3362340402.0,-4093715379.0,-4093715379.0,-3993070210.0,-3906238752.0,-5481769761.0,-5481769761.0,-5390527586.0,-5495044558.0,-5689570675.0,-5684403579.0,-6273129380.0,-6133296608.0,-6133296608.0,-6133296608.0,-6133296608.0,-6678406725.0,-7339570962.0,-7339570962.0,-7783065424.0,-7783065424.0,-7756695114.0,-7756695114.0,-7014534197.0,-7014534197.0,-8139193881.0,-8139193881.0,-6237065261.0,-6237065261.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,1675191159.0,2713115380.0,1563208301.0,1591047714.0,1913997386.0,1910206169.0,8493479543.0,1894009135.0,-2729198083.0,-1898302751.0,-2319568415.0,6382863324.0,6451772442.0,6802833846.0,8304793694.0,9493182952.0,19615727444.0,19627083403.0,17735196118.0,16819731743.0,14923784622.0,14035108662.0,19730399320.0,21177926331.0,26536381072.0,26445474774.0,16471350388.0,18128248615.0,11469000433.0,8773395167.0,3018457274.0,2963389810.0,2637809176.0,2553546116.0,2127710080.0,1937897335.0,2101574835.0,1785251873.0,4358033388.0,4121761012.0,4232832536.0,4222361390.0,3488411859.0,3742248839.0,3398282991.0,3032381253.0,3774568138.0,3563454281.0,3663509273.0,3105744012.0,3350099320.0,4542062347.0,5201797271.0,6673736480.0,6681811028.0,6345091100.0
1. Chi phí trả trước dài hạn,1675191159.0,2713115380.0,1563208301.0,1255812581.0,1319702762.0,1333398055.0,1851769752.0,1823916350.0,1714461555.0,1808544906.0,1805313971.0,4856267841.0,4968653155.0,5363338400.0,6659997584.0,8152319595.0,15327727608.0,16248419208.0,15898423070.0,14757819379.0,13736439342.0,12778207679.0,16567358670.0,18174934045.0,24128476106.0,24469799619.0,14934538345.0,12762258088.0,10223576662.0,7165504555.0,1383893584.0,1185592511.0,1028521117.0,1024148450.0,1069560860.0,1006953912.0,779764899.0,644835037.0,3370805581.0,3265108904.0,3498844651.0,3605896667.0,2987786493.0,3256072173.0,3020366823.0,2673762810.0,3435247419.0,3237962880.0,3351847191.0,2807911248.0,3066095874.0,4271888219.0,4945452461.0,6431220989.0,6453124855.0,6130234245.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,0.0,594294624.0,576808114.0,6641709791.0,70092785.0,-4443659638.0,-3706847657.0,-4124882386.0,1526595483.0,1483119287.0,1439495446.0,1644796110.0,1340863357.0,4287999836.0,3378664195.0,1836773048.0,2061912364.0,811495280.0,881050983.0,2226830650.0,2066782286.0,2407904966.0,1975675155.0,1536812043.0,1590785527.0,1245423771.0,1607890612.0,1634563690.0,1777797299.0,1609288059.0,1529397666.0,1058149220.0,930943423.0,1321809936.0,1140416836.0,987227807.0,856652108.0,733987885.0,616464723.0,500625366.0,486176666.0,377916168.0,358618443.0,339320719.0,325491401.0,311662082.0,297832764.0,284003446.0,270174128.0,256344810.0,242515491.0,228686173.0,214856855.0
3. Tài sản dài hạn khác,0.0,0.0,0.0,335235133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375850000.0,375850000.0,936210000.0,936210000.0,0.0,0.0,0.0,3775205000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,19693941853.0,17505726092.0,15100753500.0,14022276450.0,13482875000.0,12943560000.0,12404273500.0,11864958500.0,11325643500.0,10786328500.0,10247013500.0,9707698500.0,9168383500.0,8629068500.0,8089753500.0,7550438500.0,7011123500.0,6471808500.0,5932493500.0,7550410000.0,7011095000.0,6471780000.0,5932465000.0,5393150000.0,4853835000.0,4314520000.0,0.0,3235890000.0,2696575000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,113547772323.0,353873330779.0,438600717540.0,689300028661.0,811103110211.0,1013716239227.0,1150024848842.0,1221753312799.0,1013015461948.0,1043899059417.0,1130303291658.0,1092146008488.0,1070986982422.0,1023903226256.0,940310409719.0,905545544715.0,926886325163.0,880979298552.0,970442234280.0,950260117897.0,892977786198.0,963364673646.0,1086518681638.0,1116741947530.0,1057158255405.0,1041151011815.0,1132648354763.0,1168483425605.0,1435164198074.0,1411748902767.0,1161646397103.0,1108036577973.0,1179596083915.0,1092585823737.0,1056789693626.0,978586721093.0,993781203864.0,1002905782856.0,1055251293435.0,996965118198.0,1022980765069.0,998429517388.0,1414059971936.0,1257994365162.0,1214763489086.0,1108677346256.0,1498435809093.0,1410585217485.0,1363047381324.0,1261284893095.0,1147198936566.0,1152938549117.0,1096263705522.0,1201033375157.0,1144661720657.0,1136726610389.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
A. Nợ phải trả,98931175399.0,280961983824.0,315728664161.0,495337703348.0,432895348712.0,601378887579.0,598689812726.0,636907616292.0,473871527227.0,470811365811.0,548201720960.0,468896714016.0,458426413229.0,382339543660.0,267745264877.0,264067343168.0,285390481277.0,263603969849.0,322150998712.0,324914542844.0,262049319623.0,331478550448.0,387632867568.0,417689676460.0,404850112027.0,370892264007.0,403194853119.0,466520805327.0,706598109762.0,648072563910.0,375998214149.0,304892222523.0,395986114243.0,309321698724.0,262852348281.0,186491562958.0,208495533099.0,216149557556.0,263947914574.0,201978497105.0,227032447963.0,198801675073.0,590095209301.0,430010630100.0,378377031525.0,267846498119.0,644984748738.0,550449251751.0,492109824215.0,407421312948.0,276867796822.0,265915380097.0,200927649042.0,292897165959.0,233430354229.0,221980473576.0
I. Nợ ngắn hạn,98084885009.0,280691555369.0,311206293904.0,474532040686.0,405087463686.0,574572546054.0,580528323249.0,606548238383.0,447928102824.0,445750898030.0,526364458628.0,442181634426.0,438588777023.0,365806403576.0,254205847468.0,250402618941.0,272795473725.0,251886841274.0,305876999930.0,321352795913.0,259612613228.0,324981666514.0,344695911440.0,335241140174.0,305032933082.0,251330180050.0,280842882503.0,355884489336.0,593431968195.0,518753611210.0,263111737431.0,192772540361.0,302166850414.0,213299100682.0,177015596275.0,129914566617.0,149256621178.0,155126678661.0,218899026973.0,155981617706.0,182374232882.0,152583633412.0,563227957877.0,402207565591.0,349815808226.0,238654969019.0,635811972056.0,541169489472.0,481355520252.0,396278689229.0,267894135089.0,258663916076.0,194415057649.0,284831114784.0,224387569506.0,212825300091.0
1. Vay và nợ thuê tài chính ngắn hạn,13152110749.0,67803707687.0,37690692917.0,49886928006.0,55830945712.0,65563293654.0,52507853400.0,93843515651.0,37043425686.0,22368281175.0,54577296818.0,22991990151.0,1756806850.0,804350000.0,1682745000.0,10121918828.0,6300000000.0,77503836484.0,81610613021.0,74131573088.0,74139416433.0,77943605076.0,74094827699.0,46508474263.0,25377059889.0,27624978984.0,86801726421.0,145742283495.0,211633318271.0,269365945747.0,58281288917.0,57568417514.0,72727354255.0,83895356204.0,63532810451.0,39676806538.0,54664657005.0,84636855096.0,94417894801.0,75034918454.0,37327583962.0,9996168924.0,45689365010.0,38004722606.0,19874729330.0,25899250190.0,63238059999.0,173864711561.0,130391728953.0,98939003216.0,31385928049.0,17095434358.0,3093686358.0,5562000000.0,20251200000.0,2210297238.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,55112731143.0,169373119662.0,199480111302.0,303818523856.0,277893210274.0,430714696609.0,443865723862.0,442552648437.0,343539235240.0,340667048163.0,395896287527.0,361161812923.0,350864981028.0,291292878289.0,193924361579.0,187639857243.0,210552114276.0,129671524124.0,179532649818.0,166430360472.0,131844724435.0,169650504911.0,181699236511.0,155146257961.0,135619355894.0,129112813436.0,128839846589.0,93327976476.0,303357405289.0,70846976703.0,131129179756.0,103771585489.0,182606942502.0,57162794836.0,72582173571.0,53191434502.0,48012720171.0,34630744001.0,64431413333.0,47519792927.0,37228435943.0,30668388402.0,436635220282.0,290585020259.0,229740280958.0,132958227739.0,282417078702.0,85039800977.0,77505241263.0,169641065987.0,129412323384.0,132179090576.0,98123898634.0,197142147013.0,152508127774.0,164405829307.0
4. Người mua trả tiền trước,9900089273.0,21193412897.0,52066914662.0,14322192861.0,45251800325.0,49055853202.0,32037436207.0,24167189980.0,10295870278.0,24136768732.0,6448376077.0,12766120917.0,18214024917.0,14053874595.0,4886537325.0,7333638924.0,8993241713.0,2362587653.0,5473419596.0,10674908399.0,11025632280.0,36701668575.0,31025834445.0,7612636716.0,29182820094.0,48425949056.0,7452679086.0,88056323696.0,36790845036.0,77908959528.0,19807398197.0,6987625175.0,5321869280.0,23713480436.0,11021227760.0,13240009130.0,19170073624.0,12464504612.0,24898908203.0,10940103022.0,85539268280.0,94365958066.0,55202309481.0,50879262935.0,41009686048.0,61869676320.0,241079125171.0,240491834264.0,220626846376.0,50609866240.0,58079784283.0,58581937692.0,57349282905.0,42374731279.0,15031379527.0,16511171991.0
