Item,Q4 2006,Q4 2007,Q4 2008,Q4 2009,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Phải thu ngắn hạn của khách hàng,19279046251.0,26895373406.0,39165030153.0,40901106811.0,10069116063.0,13339480226.0,49796814833.0,34782769361.0,41385595829.0,31863202732.0,53073219036.0,38687536997.0,34189624449.0,31332132136.0,56188534628.0,37617720501.0,38569319689.0,30163572833.0,59457425075.0,39033495708.0,40496710607.0,47039692144.0,49958710720.0,26838695674.0,19387690340.0,32294963677.0,82714221030.0,62993408925.0,50043854980.0,58910420727.0,74559760684.0,59364970562.0,75204206835.0,66564495914.0,100554107773.0,100077011414.0,83836454993.0,74921571034.0,84424866342.0,66320116136.0,73680127211.0,76536967073.0,115122043203.0,83156238697.0,47981414018.0,52331562817.0,105752546235.0,60166293380.0,42917450121.0,32055878931.0,31733000514.0,23411498223.0,34612682651.0,164338341329.0,96143556877.0,139483374438.0
2. Trả trước cho người bán,1216352620.0,2787078732.0,2289337340.0,2858994210.0,3172469158.0,1874211538.0,1393625850.0,2796619145.0,2153484125.0,2424231450.0,243662525.0,94076150.0,359247280.0,142470390.0,265827370.0,467246631.0,136862596.0,154528000.0,412648604.0,147653400.0,1115319070.0,1722895084.0,260449890.0,140439410.0,419434780.0,752499201.0,2498527357.0,3218211171.0,6733113786.0,1689387138.0,662852227.0,978594597.0,303777070.0,2074386746.0,154504800.0,75550926.0,888469980.0,480379350.0,83672968.0,82031800.0,1439157761.0,464370982.0,47000000.0,332977480.0,4224700000.0,3923647314.0,406286830.0,196747000.0,416149310.0,730942000.0,835844310.0,1105639938.0,1437810776.0,376183100.0,4126890271.0,4118977850.0
3. Phải thu nội bộ ngắn hạn,0.0,0.0,0.0,0.0,10837423665.0,10500073141.0,0.0,17019606753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Phải thu ngắn hạn khác,6085458868.0,8915587503.0,8095701374.0,4484904093.0,5052203517.0,7601507816.0,2378831843.0,3597339618.0,2322647226.0,2168958298.0,1681917076.0,1770998846.0,1667802889.0,2518603430.0,1666624262.0,1560381148.0,1298859270.0,1161237615.0,2212077028.0,1584272804.0,1110238159.0,616516468.0,1639805210.0,640248398.0,3365540606.0,516649795.0,874935795.0,6534733166.0,12019662582.0,5795157733.0,4731360715.0,24307634730.0,21853762682.0,14492998621.0,8789319276.0,10279708000.0,9132839859.0,13278562056.0,7494395078.0,14980121295.0,9499697373.0,9544443032.0,13298951325.0,9502846505.0,11577743332.0,6670524907.0,6226302329.0,12608959406.0,7458031403.0,6839009069.0,8946636810.0,3785426645.0,12597226012.0,6988873832.0,16367989363.0,8323304424.0
7. Dự phòng phải thu ngắn hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35995400.0,-51422000.0,-51422000.0,-51422000.0,-51422000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1708428464.0,-1942101805.0,-1942101805.0,-1124245112.0,-1124245112.0,-1124245112.0,-1124245112.0,-1606064446.0,-1606064446.0
IV. Tổng hàng tồn kho,6903705806.0,10537935591.0,15809730070.0,17295194178.0,35813951757.0,23342170137.0,19992531361.0,27384263426.0,17464912763.0,24085217580.0,22685161086.0,17871942975.0,14640446185.0,17477909515.0,10658363098.0,16014763876.0,13257786379.0,14293036895.0,8716303426.0,13636257284.0,15368644510.0,15668115119.0,9674281797.0,9638756457.0,6960760448.0,7128578866.0,11305154013.0,8839808946.0,9771979511.0,31352793251.0,33322529932.0,40567681284.0,63328556704.0,46376938630.0,38873309142.0,8359857942.0,9216550948.0,23094414156.0,19422895561.0,19701563505.0,8413223280.0,18181488409.0,8744449577.0,6265340247.0,6352698666.0,32920484302.0,3881508529.0,1867906485.0,2468717074.0,3367247569.0,7178580504.0,7109880116.0,111904030364.0,11966890879.0,44847653117.0,4647440052.0
1. Hàng tồn kho,6903705806.0,10537935591.0,15909774797.0,18137294811.0,36656052390.0,24184270770.0,20834631994.0,28226364059.0,18307013396.0,24927318213.0,23527261719.0,17871942975.0,14640446185.0,17477909515.0,10658363098.0,16014763876.0,13257786379.0,14293036895.0,8716303426.0,13636257284.0,15368644510.0,15668115119.0,12218691293.0,12183165953.0,9505169944.0,9672988362.0,14927874054.0,12462528987.0,14821637827.0,36402451567.0,40567126541.0,47812277893.0,70573153313.0,53621535239.0,46117905751.0,15604454551.0,16461147557.0,30339010765.0,26751110148.0,27029778092.0,15741437867.0,25509702996.0,15922516730.0,13443407400.0,13530765819.0,40098551455.0,11305129174.0,9291527130.0,9892337719.0,10790868214.0,14602201149.0,14533500761.0,119327651009.0,19390511524.0,52417819254.0,12217606189.0
2. Dự phòng giảm giá hàng tồn kho,0.0,0.0,-100044727.0,-842100633.0,-842100633.0,-842100633.0,-842100633.0,-842100633.0,-842100633.0,-842100633.0,-842100633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2544409496.0,-2544409496.0,-2544409496.0,-2544409496.0,-3622720041.0,-3622720041.0,-5049658316.0,-5049658316.0,-7244596609.0,-7244596609.0,-7244596609.0,-7244596609.0,-7244596609.0,-7244596609.0,-7244596609.0,-7244596609.0,-7328214587.0,-7328214587.0,-7328214587.0,-7328214587.0,-7178067153.0,-7178067153.0,-7178067153.0,-7178067153.0,-7423620645.0,-7423620645.0,-7423620645.0,-7423620645.0,-7423620645.0,-7423620645.0,-7423620645.0,-7423620645.0,-7570166137.0,-7570166137.0
V. Tài sản ngắn hạn khác,3558976393.0,8286224980.0,14931871277.0,8941549494.0,6279669358.0,4411218909.0,1540198725.0,6448156234.0,6777905263.0,8686187572.0,7026733976.0,3309501269.0,4166291765.0,3910530796.0,3230601833.0,5317205932.0,5256765379.0,3475317727.0,2805444102.0,5488420408.0,4778622659.0,3656722397.0,2885797856.0,2427363768.0,508144318.0,3487273054.0,4095326318.0,356098782.0,453247944.0,590924703.0,385470693.0,720037441.0,1530904911.0,501020071.0,393088235.0,405768780.0,537061557.0,623067290.0,1559058800.0,1721131313.0,4112450348.0,1521099105.0,211287355.0,514801936.0,737740737.0,2820034985.0,230150791.0,468994241.0,1067534280.0,617693176.0,363692659.0,708725591.0,692133208.0,116666484.0,3435149041.0,547554549.0
1. Chi phí trả trước ngắn hạn,192455492.0,575251211.0,496946662.0,389921590.0,1006011190.0,1070371188.0,104914009.0,2041771961.0,864538070.0,300413420.0,235150114.0,223083923.0,227908423.0,275716969.0,149484502.0,182104165.0,176843308.0,213072141.0,252327420.0,432361928.0,586531908.0,464410941.0,226796434.0,170422368.0,182579887.0,201417435.0,257825725.0,247123924.0,247997255.0,232573439.0,385470693.0,419634390.0,311816423.0,304337088.0,393088235.0,365021665.0,359252975.0,253890363.0,244269810.0,217031731.0,191515316.0,248102944.0,211287355.0,227756833.0,208457529.0,191732240.0,175930681.0,321281513.0,220985083.0,95589370.0,147922155.0,109857740.0,154132639.0,116666484.0,130752651.0,247091070.0
2. Thuế giá trị gia tăng được khấu trừ,0.0,0.0,0.0,0.0,1146323008.0,179245236.0,301541489.0,1063633957.0,307464003.0,621431018.0,0.0,20580053.0,0.0,0.0,0.0,35318932.0,3040494.0,147168931.0,0.0,0.0,49352003.0,812058765.0,170394997.0,158705044.0,95312221.0,174176618.0,634409281.0,57891018.0,203804787.0,358351264.0,0.0,294122318.0,1219088488.0,196682983.0,0.0,40747115.0,177808582.0,369176927.0,1314788990.0,1504099582.0,1421420597.0,1272278081.0,0.0,257005763.0,529283208.0,2628302745.0,54220110.0,147712728.0,846549197.0,522103806.0,174077967.0,249372479.0,538000569.0,0.0,3304396390.0,300463479.0
3. Thuế và các khoản phải thu Nhà nước,9059360.0,0.0,3330713.0,22797012.0,9819597.0,232787681.0,73968733.0,377709500.0,1363000.0,0.0,79298786.0,168464950.0,0.0,0.0,0.0,0.0,10839460.0,0.0,4768503.0,0.0,20819292.0,10308433.0,0.0,0.0,230252210.0,0.0,0.0,51083840.0,1445902.0,0.0,0.0,6280733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2499514435.0,718080.0,0.0,30039340.0,0.0,0.0,0.0,0.0,0.0,0.0,41692537.0,349495372.0,0.0,0.0,0.0,0.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,3357461541.0,7710973769.0,14431593902.0,8528830892.0,4117515563.0,2928814804.0,1059774494.0,2965040816.0,5604540190.0,7764343134.0,6712285076.0,2897372343.0,3938383342.0,3634813827.0,3081117331.0,5099782835.0,5066042117.0,3115076655.0,2548348179.0,5056058480.0,4121919456.0,2369944258.0,2488606425.0,2098236356.0,0.0,3111679001.0,3203091312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,11335392331.0,9251553255.0,12386336683.0,13700424290.0,12960402729.0,14167070436.0,12117804800.0,11451699035.0,12210910899.0,13121965613.0,12925772486.0,11712245333.0,10687494735.0,10262494864.0,9929624258.0,9576801863.0,8216100239.0,7720119657.0,7236629245.0,6083215439.0,5932160123.0,5623959567.0,8368535287.0,7976576474.0,7538945352.0,7433825974.0,7378754250.0,7114288647.0,7406388595.0,7641988158.0,7816228683.0,7168991739.0,7542724500.0,8389114219.0,10084718191.0,10219753771.0,9182359064.0,10584449076.0,9543589328.0,9365543095.0,9246254774.0,8768821284.0,7747413779.0,7842177972.0,7610716275.0,10310469512.0,10241240634.0,10237033700.0,10140806322.0,9842918071.0,9382814414.0,11267742782.0,8798884806.0,8761776513.0,8431253791.0,8560174643.0
I. Các khoản phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,0.0,0.0,27000000.0,448652675.0,827000000.0,825000000.0,333907079.0,518528675.0,803000000.0,818466940.0,879290000.0,264219201.0,858090486.0,274520486.0,274520486.0,631683633.0,631683633.0,5000000.0,5000000.0,120084995.0,5000000.0,5000000.0,0.0,48028675.0,0.0,0.0,2086800000.0,5856320.0,5856320.0,125030663.0,125030663.0
1. Phải thu dài hạn của khách hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,0.0,0.0,27000000.0,448652675.0,827000000.0,825000000.0,333907079.0,518528675.0,803000000.0,818466940.0,879290000.0,264219201.0,858090486.0,274520486.0,274520486.0,631683633.0,631683633.0,5000000.0,5000000.0,120084995.0,5000000.0,5000000.0,0.0,48028675.0,0.0,0.0,2086800000.0,5856320.0,5856320.0,125030663.0,125030663.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,10975570032.0,8377583209.0,7333794297.0,7799405906.0,6512127508.0,7310375353.0,6385151971.0,6056563020.0,6272656039.0,5819271763.0,8452670434.0,7820707536.0,7104576541.0,6553160393.0,6064815271.0,5494738840.0,4666466716.0,4323987862.0,3939478299.0,3498531497.0,3063174753.0,3142526251.0,2490740981.0,2294588509.0,2098355505.0,2000635185.0,1901630781.0,1745459388.0,1683309702.0,1571352920.0,1455712016.0,1341737759.0,1236096854.0,1211271666.0,2879016258.0,3054220676.0,2828423672.0,3608395404.0,3339134982.0,3095511384.0,2813108784.0,2550095685.0,2287082586.0,2087414602.0,1871966735.0,4482566243.0,4313445009.0,4265454000.0,4354325852.0,4104466276.0,3859181437.0,3613896598.0,3368611759.0,3123326920.0,2890376758.0,2691839928.0
1. Tài sản cố định hữu hình,10975570032.0,8377583209.0,7333794297.0,7799405906.0,6507062845.0,7310375353.0,6379489513.0,6033727745.0,5974410698.0,5538206930.0,7877600573.0,7116373545.0,6464551853.0,5983158291.0,5566457544.0,4948449068.0,4188158334.0,3899910900.0,3569632753.0,3175750704.0,2783306743.0,2896547576.0,2325400429.0,2153397957.0,1981314953.0,1907744633.0,1832890229.0,1700868836.0,1658309685.0,1553019569.0,1447378664.0,1341737759.0,1236096854.0,1211271666.0,2778772924.0,2962822341.0,2745870336.0,3534687067.0,3274271644.0,3039493045.0,2765935444.0,2511767344.0,2257599244.0,2066776259.0,1860173391.0,4479617898.0,4313445009.0,4265454000.0,4070650552.0,3835109976.0,3604144137.0,3373178298.0,3142212459.0,2911246620.0,2692615458.0,2508397628.0
Nguyên giá,35414532034.0,38038168165.0,41062172260.0,44587189730.0,44814264187.0,43539307934.0,43619080661.0,43635080661.0,44540813531.0,44621900233.0,49856608480.0,49856608480.0,48994587505.0,48808256224.0,48928038824.0,48954918824.0,45844625902.0,46011212902.0,41380017275.0,41380017275.0,41059392160.0,41494028524.0,37895996063.0,37895996063.0,37895996063.0,37989996063.0,38073996063.0,38041323423.0,38128112423.0,38128112423.0,37813752423.0,37813752423.0,37813752423.0,37890352423.0,39386972963.0,39807013713.0,39807013713.0,40820491180.0,40820491180.0,40820491180.0,40820491180.0,40204605180.0,39016991241.0,38665959641.0,38719141459.0,41615428459.0,41750728459.0,41939376459.0,41986776459.0,41986776459.0,41986776459.0,41986776459.0,41986776459.0,40799638865.0,40799638865.0,40799638865.0
Giá trị hao mòn lũy kế,-24438962002.0,-29660584956.0,-33728377963.0,-36787783824.0,-38307201342.0,-36228932581.0,-37239591148.0,-37601352916.0,-38566402833.0,-39083693303.0,-41979007907.0,-42740234935.0,-42530035652.0,-42825097933.0,-43361581280.0,-44006469756.0,-41656467568.0,-42111302002.0,-37810384522.0,-38204266571.0,-38276085417.0,-38597480948.0,-35570595634.0,-35742598106.0,-35914681110.0,-36082251430.0,-36241105834.0,-36340454587.0,-36469802738.0,-36575092854.0,-36366373759.0,-36472014664.0,-36577655569.0,-36679080757.0,-36608200039.0,-36844191372.0,-37061143377.0,-37285804113.0,-37546219536.0,-37780998135.0,-38054555736.0,-37692837836.0,-36759391997.0,-36599183382.0,-36858968068.0,-37135810561.0,-37437283450.0,-37673922459.0,-37916125907.0,-38151666483.0,-38382632322.0,-38613598161.0,-38844564000.0,-37888392245.0,-38107023407.0,-38291241237.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,0.0,0.0,0.0,0.0,5064663.0,0.0,5662458.0,22835275.0,298245341.0,281064833.0,575069861.0,704333991.0,640024688.0,570002102.0,498357727.0,546289772.0,478308382.0,424076962.0,369845546.0,322780793.0,279868010.0,245978675.0,165340552.0,141190552.0,117040552.0,92890552.0,68740552.0,44590552.0,25000017.0,18333351.0,8333352.0,0.0,0.0,0.0,100243334.0,91398335.0,82553336.0,73708337.0,64863338.0,56018339.0,47173340.0,38328341.0,29483342.0,20638343.0,11793344.0,2948345.0,0.0,0.0,283675300.0,269356300.0,255037300.0,240718300.0,226399300.0,212080300.0,197761300.0,183442300.0
Nguyên giá,0.0,0.0,0.0,0.0,36365959.0,36365959.0,36365959.0,36365959.0,319365959.0,319365959.0,833470959.0,1033470959.0,1033470959.0,1033470959.0,1033470959.0,1150342959.0,1135342959.0,1135342959.0,1135342959.0,1135342959.0,1135342959.0,1135342959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,519365959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,625505959.0,911885959.0,911885959.0,911885959.0,911885959.0,911885959.0,911885959.0,911885959.0,911885959.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,-31301296.0,-36365959.0,-30703501.0,-13530684.0,-21120618.0,-38301126.0,-258401098.0,-329136968.0,-393446271.0,-463468857.0,-535113232.0,-604053187.0,-657034577.0,-711265997.0,-765497413.0,-812562166.0,-855474949.0,-889364284.0,-354025407.0,-378175407.0,-402325407.0,-426475407.0,-450625407.0,-474775407.0,-494365942.0,-501032608.0,-511032607.0,-519365959.0,-519365959.0,-519365959.0,-525262625.0,-534107624.0,-542952623.0,-551797622.0,-560642621.0,-569487620.0,-578332619.0,-587177618.0,-596022617.0,-604867616.0,-613712615.0,-622557614.0,-625505959.0,-625505959.0,-628210659.0,-642529659.0,-656848659.0,-671167659.0,-685486659.0,-699805659.0,-714124659.0,-728443659.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV. Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,40000000.0,0.0,69124212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228720000.0,228720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228720000.0,228720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V. Các khoản đầu tư tài chính dài hạn,20000000.0,20000000.0,3350000000.0,4334727200.0,4334727200.0,4334727200.0,4334727200.0,4334727200.0,4800000000.0,4800000000.0,0.0,0.0,0.0,0.0,245000000.0,490000000.0,490000000.0,490000000.0,146111686.0,107901873.0,307901873.0,107901873.0,5007901873.0,5007901873.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4902300000.0,4902300000.0,4900000000.0,4900000000.0,4960000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0,4900000000.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
